voltage,current,temperature
274.9080238,89.36355203,42.41844911
390.1428613,97.34356594,39.97472577
346.3987884,135.4547393,30.56923475
319.7316968,84.00043861,56.43600021
231.2037281,136.9649685,48.59744963
231.1989041,58.8134431,71.94205954
211.6167224,127.6798437,21.92657483
373.2352292,134.7547633,58.63207565
320.2230023,68.18176528,65.77693271
341.6145156,93.03465324,65.56919415
204.1168989,66.54997747,73.16443803
393.9819704,120.6604129,63.74202457
366.4885282,103.5347768,75.6686037
242.4678221,113.5323347,39.95939599
236.3649934,69.6486967,50.19256501
236.680902,71.17458621,20.8447798
260.8484486,54.14973255,20.41745524
304.9512863,82.20675352,34.40759723
286.3890037,105.9744661,26.04843183
258.245828,135.7934914,35.61268208
202.2521045,77.40285319,45.28715846
227.8987721,93.53963234,21.71120149
258.4289297,145.3120114,74.55824878
273.2723687,121.9245201,20.49338788
291.2139968,143.0165203,64.16492866
357.0351923,102.7587973,29.12887322
239.9347564,75.89042748,74.73377732
302.8468877,55.28266864,73.56775638
318.4829138,122.6084851,59.23406878
209.2900825,62.1302998,60.33404899
321.5089704,80.27751283,20.32034852
234.1048247,103.2470908,79.09229397
213.0103186,106.4416588,72.66995621
389.7771075,110.0583197,73.70637354
393.1264066,66.62553303,59.55467222
361.6794696,87.97374048,40.68721572
260.9227538,111.7194227,73.61891895
219.5344228,146.9818865,37.49101569
336.8466053,122.7631138,53.7626926
288.0304987,142.2603757,25.98385834
224.407647,126.2212058,75.31733781
299.035382,109.1716969,28.44622747
206.8777042,69.20233691,33.49380834
381.8640804,116.6685652,53.48804949
251.7559963,112.3379566,65.84558001
332.5044569,110.246917,57.16107836
262.3422152,98.9785868,33.92803477
304.0136042,102.8656604,20.05658255
309.3420559,83.44425271,65.42903482
236.9708911,101.9312693,79.11243955
393.9169256,69.75559057,68.59478722
355.0265647,130.5174397,47.61239709
387.8997883,68.57769547,74.22603568
378.9654701,58.49662899,44.59086039
319.5799958,93.62460264,51.49604505
384.374847,115.830744,48.62778604
217.6985004,93.77168249,46.85743236
239.1965725,77.6754132,66.51144616
209.0454578,105.8171184,51.60613444
265.0660662,84.70023354,39.00302732
277.7354579,143.286769,35.48949006
254.2698064,142.264514,22.26483902
365.7475018,100.237182,54.99170971
271.3506653,82.7883994,33.79768492
256.1869019,123.7132414,28.88803532
308.5392166,53.67129435,59.22979783
228.184845,97.4769006,60.87255547
360.4393962,83.63233943,65.12929354
214.9101287,142.0535885,50.21461378
397.3773873,51.20030273,73.64327631
354.4489539,105.2814876,76.1805652
239.7431363,124.0663581,68.44225639
201.1044234,98.50179875,58.13560892
363.0922857,58.54030302,38.22325722
341.3714688,147.246139,78.9766953
345.8014336,101.8010431,36.44817003
354.2540693,111.4186244,32.15941532
214.8089303,73.66097827,46.52924683
271.6931457,98.34980851,23.41043424
223.1738119,92.9149492,78.70966788
372.6206852,57.4895842,55.30601338
1.206758607,127.9573258,13.78782192
266.179605,133.747252,59.34777679
212.7116701,73.98199522,49.82141887
262.1964643,69.49582715,21.92381103
265.0366644,100.4911451,56.73867733
345.9212357,126.8747131,62.97043262
327.5114943,56.19465186,45.00494364
377.4425485,107.680792,65.43773432
294.442985,61.92104428,33.62007796
223.9188492,53.64610508,33.27659546
342.6489574,55.27439522,29.68501926
352.1570097,133.4164108,42.31968559
312.2554395,61.79724836,70.82072212
354.193436,54.51513644,69.67472373
298.7591193,93.78998871,42.96945248
304.5465659,134.3993472,55.34712416
285.5082037,76.24083765,63.24897899
205.0838253,92.17126175,34.47240648
221.5782854,53.99225326,30.08846515
206.2858371,94.90785141,78.32575959
327.2820823,107.7613081,57.05343879
262.8711962,107.0907054,78.88494331
301.7141382,83.24266922,40.26535923
381.5132948,81.55331807,62.181902
249.8584458,60.66236189,33.35621819
282.0765846,86.67983206,35.67201028
351.1102277,59.94946689,50.71412728
245.7596331,126.6595945,39.17708753
215.395982,146.6274298,30.05729383
257.9502906,147.0074457,35.77284212
232.2442575,136.5071099,22.14490367
385.9395305,110.0792149,62.26541729
361.6240759,120.0865697,49.52699943
326.6807513,78.52058027,25.65458398
374.292118,113.077042,30.30163959
360.7344154,95.56495494,26.15207229
237.3140118,98.20173398,56.7555685
378.5117997,125.777656,25.65262182
307.8684484,78.19183556,65.25693998
361.488031,81.80396117,21.23065516
379.21826,142.4641791,34.96254728
263.600695,55.62242949,73.44000055
222.0103849,98.56342984,63.11187909
245.5870325,141.28008,24.37809998
285.4215577,111.0363008,69.26756627
62.28894787,171.7290934,71.61381777
372.1461167,74.97441792,70.80698163
201.3904261,84.32754891,56.04438647
302.1494605,135.2048416,60.90998192
283.4822006,105.9218132,79.61009362
244.4215621,101.4742194,33.94013276
223.9730735,59.95797135,57.43673449
267.5230343,51.60281565,47.6192834
388.5819408,146.3685189,22.36711718
264.6405864,87.69861673,20.86823849
303.7581243,110.3213062,27.15371467
340.6037918,57.97150732,58.94550443
272.7259205,118.3114286,54.02978527
394.3564165,143.2566709,53.20577367
392.489459,107.5665253,21.91140575
250.3564592,62.61153224,48.15817978
299.4497012,108.1721527,75.47736907
260.175662,126.6347213,43.85551216
256.9680989,90.64165366,57.49534819
207.3773895,137.9837748,66.78912054
321.9128668,114.8682953,67.03551675
300.5358046,139.9248918,51.15680494
210.2957502,112.3505311,71.47711672
255.7292928,63.1287972,43.4826856
381.6531772,80.96917111,73.32159289
247.9123781,70.17949483,34.41362998
228.9789744,140.8826498,36.81298442
297.8905521,126.0400067,23.18723745
397.1300908,117.6398369,67.73491019
248.4110543,80.09663196,45.02331417
334.4271095,68.40447721,33.74699683
352.3239231,125.6451088,33.90741666
84.62160656,72.83357258,85.03588474
345.6432697,72.57895522,70.03499603
273.5566265,111.6621978,53.21185312
326.4611661,54.03338521,56.96664802
326.7059422,82.61702541,48.45953423
307.1549368,96.85569946,43.49999257
218.057954,64.79583341,74.92861287
367.0604991,148.4654478,27.53676221
264.156013,70.90973646,45.10680738
237.3037021,63.035313,40.67371448
208.1550283,70.35348739,49.88904322
318.1785886,126.9061133,47.45791247
335.5128724,92.55056593,51.1333719
203.3175658,106.541594,28.39513863
302.4186117,52.1009157,50.78849009
245.299155,53.44313086,34.54512883
329.0345581,94.58255498,31.05988094
234.8732858,131.6655243,23.89005313
338.1875476,138.5238879,65.75915353
277.3470693,58.67065676,45.64651525
387.3459977,103.8363102,57.598621
227.5041888,141.3229686,63.6556006
268.2132702,88.79727544,60.75899992
222.6947042,132.9565831,48.23004315
384.9387237,63.36956544,43.27391174
185.9838854,143.8974941,51.13556425
251.5883255,125.1423318,58.40292782
331.9968092,144.1334393,49.6876613
543.2438789,182.4877625,83.20371427
311.0401623,86.3403932,72.48211906
305.9301157,143.8181173,30.23362268
248.3704582,77.55667763,28.17401909
218.6205536,83.21725221,57.82405556
266.9626188,64.22780808,94.93277785
380.0836114,126.53163,21.11424313
326.6202915,142.9403484,73.31856016
267.8059582,70.48024091,33.61404603
269.8419149,129.7998035,75.7568391
145.8344644,185.2085536,18.22925389
379.422052,56.37945563,65.75920939
377.4172849,88.72231412,32.08768975
355.9751092,78.27654571,34.05166554
328.4063292,80.44904244,51.27606523
216.827993,148.294688,30.32599116
232.3257428,114.2777413,38.32590156
379.7108377,121.7676158,39.28774868
321.2858119,147.6617637,29.577796
446.3963404,184.5354639,2.59258943
220.2943086,130.1840168,67.31311052
332.7003538,93.45309633,30.03175127
201.0123168,136.9533672,21.70744351
232.1616103,68.06575413,57.76129656
309.7467579,144.7686177,78.55898716
338.3790395,71.87717084,39.87282888
330.3922519,82.6220507,27.11934219
244.8538619,125.6192234,54.22323952
342.4358443,89.37551416,74.38125267
247.4498175,110.8211377,67.04370679
265.0799396,94.45735011,57.3509521
349.298281,124.2369937,38.9033898
329.9265798,72.83312524,52.5128104
369.8446821,55.84579872,25.47469048
331.5225785,79.99293975,60.73672546
313.6617207,97.43086649,63.50576113
218.7349536,66.80200522,77.90189737
273.5431606,85.47972897,35.62384152
253.0404735,89.99830183,21.10738514
248.7979287,55.73918437,52.73650787
394.602111,108.3307248,62.40743026
278.6195449,138.4343428,67.42444855
378.409311,65.1742913,31.62433598
326.2277252,109.7808013,35.70517214
148.0232444,20.42301779,86.67837779
300.5274186,91.93346804,39.8360486
315.3807769,120.1097587,71.6306892
261.5694903,127.7756811,93.73626723
239.0485976,100.4637288,67.97471865
357.2030443,145.0732896,56.14463837
256.1544725,119.1720114,66.3854085
204.8631933,116.1342679,39.96037919
329.0944592,53.84008773,69.88499732
235.4221359,86.82501074,36.47433893
388.0917169,147.9031841,52.76592848
390.7857154,92.07365626,32.84042679
382.972878,100.1945405,48.5315913
274.0317401,140.9930158,39.09051257
203.0913233,121.7261876,36.00220584
385.6637125,108.2070131,78.01910108
285.6368297,129.7804681,29.60444633
393.3309638,136.4366266,67.23955025
392.7239954,95.68880717,79.04989757
370.6018911,97.51083649,21.19408902
258.8897784,88.60509357,61.94164484
277.0195457,146.670614,35.17470833
370.2273343,119.7166254,22.42926946
263.384401,58.32230662,44.17337474
233.8985493,136.2959623,76.11306861
311.3602525,98.05599408,20.70590566
387.2309548,56.87539064,55.27314152
339.2059593,104.9717255,50.08378872
314.012234,91.7164279,72.40304986
219.4352988,137.7749405,25.04010287
323.0014453,70.39946036,60.89156179
398.01077,132.6464609,60.80658191
228.016803,105.7688691,60.14480101
303.6659305,55.46103032,76.5400697
375.4746144,147.1845301,69.38525174
348.1537236,101.2615244,22.51836357
339.4031482,79.08768542,48.26497104
340.4968168,96.9406842,43.87718337
271.8982302,135.7857784,38.60883327
258.7183689,80.49031244,47.08020351
361.8722311,69.26763965,43.0516511
362.0226789,62.90712469,45.94003399
373.4144637,79.78593984,78.75571194
382.6481105,128.0048087,25.31797848
302.2684798,97.16263652,75.33385219
300.3032589,72.74816037,48.81420281
359.6590358,66.61849996,57.42453473
401.9011377,98.59691156,2.823105295
340.3933755,143.9924373,41.62778175
359.1585339,84.30267126,45.82531449
378.0010684,148.8124076,44.57110882
267.5990314,98.52304558,42.48386135
275.1165905,67.91639183,75.5317593
218.796388,139.1140092,69.73579347
315.6560282,96.03553731,26.53999939
207.1884548,120.9671344,26.48740115
293.1196036,148.3711583,45.67217089
308.5289269,55.01753503,25.9194426
257.3082504,59.66945598,57.14558572
318.1666521,122.0456741,28.62149644
206.10005,78.18250033,51.34239584
207.4696377,68.4301397,20.43319682
364.5201121,53.93618798,38.9957809
272.0381283,52.1846712,60.63144342
491.0030014,9.962459961,42.15293648
455.7557296,197.711321,40.57538972
353.9987106,96.7720616,72.44622776
243.1642055,110.5896815,41.54424674
95.32030374,119.071556,1.801664762
217.069493,52.71066523,70.73757801
210.3363442,128.3501503,74.67405862
306.2709263,51.05132245,69.23764361
308.1270243,126.1889894,27.67699646
275.907311,78.58898779,28.24272663
345.2182667,93.28399211,35.51505329
395.1704159,103.5542473,63.45229477
571.3643758,155.2621306,14.26807815
264.5912946,88.92086186,34.14122686
490.1440261,67.10911921,46.60657843
254.1664503,139.3933511,38.56889475
287.7942841,83.58163646,78.58479334
215.6912763,111.5069754,36.87560122
205.0701487,142.6907562,77.20614949
392.5296829,146.2058499,23.21267905
367.1960241,100.895904,62.5563207
339.1948412,95.28248053,51.92666803
281.7905889,77.86943159,48.67262463
234.658864,145.8871873,33.40965886
231.2874085,64.28143045,62.33574739
250.0485796,107.9829576,31.44856949
309.8453329,78.25502675,53.17050776
342.9191845,77.90082903,35.19472178
332.0394753,90.49685874,77.33728279
255.9867794,149.8792936,21.71787163
390.9730561,55.49663068,31.98369681
347.5793833,107.8541818,34.53863638
310.8708105,58.2572158,44.84406955
322.3441492,65.452083,33.96381451
283.9200125,93.95629418,49.48094542
249.5461979,101.0460131,72.3479314
271.1945357,75.87924084,62.72380528
351.5692221,81.64571309,54.79771883
202.8786977,58.69670203,25.34019068
223.2145281,80.32197838,61.6395265
209.2005284,146.6558439,29.98485706
208.1457605,144.4707382,67.18204316
371.0921168,83.48782901,35.00340551
340.7315719,107.0853936,45.0229237
294.8347658,140.9595391,41.02821214
219.5668321,50.61838226,71.52883488
298.323175,131.068357,27.59266752
538.2016766,101.0421238,97.74552683
234.640374,59.13257343,28.52369657
286.7703298,66.1447686,62.28775017
279.7009469,146.0746303,74.30468767
323.1700196,103.7540144,46.07645923
327.0187302,51.41966345,49.28553562
209.060802,75.76319988,75.64537019
274.9225229,94.99436743,51.25948332
325.1719831,119.2908911,49.25590628
300.6272517,123.3160378,54.69974616
371.2979682,149.5421513,61.35378418
331.7387263,78.75111994,26.41300251
232.5868854,103.8220102,69.26663166
214.1137495,103.3323548,46.13030165
328.4838556,90.56452594,24.34091059
205.3022621,66.91618938,67.17096015
317.1551163,147.7456563,42.6169983
388.0460483,135.3317187,26.02204971
315.0948356,99.83330283,58.02674237
277.6339852,110.3245423,72.80788121
328.6576437,72.72610536,73.26521056
291.6505781,104.378707,77.45980849
309.1233579,119.4970133,72.06232759
388.2929618,101.5167028,20.12845516
277.2205276,149.0285171,42.81446998
392.2381128,111.1341656,69.11255479
381.0701284,87.09737126,41.97518036
239.158227,127.2152028,56.09291038
213.8722602,67.04625116,56.37901684
